타임스탬프,,guide,,,,,content_id,light,interior,story,probability,creativity,production,activity,scale,fear,device,fun,service
2023. 11. 16 오후 1:30:02,,,,,,,568406,,,,,,,,,,-1,,
2023. 11. 16 오후 1:30:03,,,,,,,463927,,,,,1,,,,,1,,
2023. 11. 16 오후 1:30:03,,,,,,,463109,,,,,,,,,,,,
2023. 11. 16 오후 1:30:07,,,,,,,551882,,,,,,,,,,,1,
2023. 11. 16 오후 1:30:08,,,,,,,463158,,,,,,,,,,,,
2023. 11. 16 오후 1:30:14,,,,,,,457828,,,,,,,,,,,,
2023. 11. 16 오후 1:30:14,,,,,,,424530,,,,,,,,,,,,
2023. 11. 16 오후 1:30:18,,,,,,,425326,,,,,,,,,,,,
2023. 11. 16 오후 1:30:19,,,,,,,557221,,1,,,,1,,1,1,1,,
2023. 11. 16 오후 1:30:23,,,,,,,430164,,,,,,,,,,,,
2023. 11. 16 오후 1:30:25,,,,,,,462291,,,,,,,,,,-1,,
2023. 11. 16 오후 1:30:29,,,,,,,430250,,,,,,,,,,,,
2023. 11. 16 오후 1:30:44,,,,,,,464939,,,,,,,,,,,,
2023. 11. 16 오후 1:30:46,,-1,,,,,449465,,,,,,,,,,,,
2023. 11. 16 오후 1:30:50,,,,,,,559978,,,1,,,,,,1,1,,
2023. 11. 16 오후 1:30:54,,,,,,,451031,,,,,,,,,,,1,
2023. 11. 16 오후 1:30:55,,,,,,,560777,,,,,,,,,,,,
2023. 11. 16 오후 1:30:57,,-1,,,,,471258,,,,,,,,,,,,
2023. 11. 16 오후 1:30:59,,,,,,,451177,,,,,,,,,,,1,
2023. 11. 16 오후 1:31:07,,,,,,,560870,,,,,,1,,,,1,,
2023. 11. 16 오후 1:31:07,,,,,,,474309,,,,,,,,,,1,,1
2023. 11. 16 오후 1:31:13,,,,,,,452068,,,,,,,,,,,,
2023. 11. 16 오후 1:31:14,,,,,,,474310,,,,,,,,,,,,
2023. 11. 16 오후 1:31:18,,,,,,,455677,,,,,,,,,,,,
2023. 11. 16 오후 1:31:20,,,,,,,561222,,,,,1,1,,,1,1,,
2023. 11. 16 오후 1:31:21,,,,,,,477530,,,,,,,,,,,,
2023. 11. 16 오후 1:31:22,,,,,,,456396,,,,,,,,,,,,
2023. 11. 16 오후 1:31:28,,,,,,,496711,,,,,,,,,1,,,
2023. 11. 16 오후 1:31:28,,,,,,,66210,,,,,,,,,,,,
2023. 11. 16 오후 1:31:31,,,,,,,561231,,,,,1,,,,1,,1,
2023. 11. 16 오후 1:31:32,,,,,,,429744,,,,,,,,,,,,
2023. 11. 16 오후 1:31:36,,,,,,,562016,,,,,,,,,,,1,
2023. 11. 16 오후 1:31:36,,,,,,,547767,,,,,,,,,1,,,
2023. 11. 16 오후 1:31:47,,,,,,,548336,,,,,,,,,1,,,
2023. 11. 16 오후 1:31:49,,,,,,,563724,,,,,,,,-1,1,,,
2023. 11. 16 오후 1:31:52,,,,,,,429756,,,,,,,,1,,-1,,
2023. 11. 16 오후 1:31:52,,,,,,,432240,,,,,,,,,,,,
2023. 11. 16 오후 1:31:53,,,,,,,564445,,,,,,,,,,,,
2023. 11. 16 오후 1:31:57,,,,,,,429951,,,,,1,,,,,,,
2023. 11. 16 오후 1:31:58,,,,,,,442796,,,,,,,,,,,,
2023. 11. 16 오후 1:31:59,,,,,,,549017,,1,,,,,,,,,,
2023. 11. 16 오후 1:32:03,,,,,,,438179,,,,,,,,,,,,
2023. 11. 16 오후 1:32:07,,,,,,,549915,,,,,,,,,,1,1,
2023. 11. 16 오후 1:32:07,,,,,,,438322,,,,,,,,,,,,
2023. 11. 16 오후 1:32:07,,,,,,,462298,,,,,,,,,,,,
2023. 11. 16 오후 1:32:12,,,,,,,440600,,,,,,,,,,-1,,
2023. 11. 16 오후 1:32:16,,,,,,,459589,,,,,,,,,,,,
2023. 11. 16 오후 1:32:19,,,,,,,549921,,1,,,,1,,,,,,
2023. 11. 16 오후 1:32:20,,,,,,,460610,,,,,,,,,,,,
2023. 11. 16 오후 1:32:25,,,,,,,550072,,1,,,,,,1,1,,,
2023. 11. 16 오후 1:32:29,,,,,,,469297,,,1,,,,,,,,,
2023. 11. 16 오후 1:32:29,,,,,,,550275,,,,,,,,,,,,
2023. 11. 16 오후 1:32:30,,-1,,,,,464936,,,,,,,,,,,,
2023. 11. 16 오후 1:32:37,,,,,,,464968,,,,,,,,,,-1,,
2023. 11. 16 오후 1:32:37,,,,,,,425310,,,,,,,,,,,,
2023. 11. 16 오후 1:32:41,,,,,,,550668,,1,1,,,1,,,,,,1
2023. 11. 16 오후 1:32:42,,,,,,,434140,,,,,,,,,,,,
2023. 11. 16 오후 1:32:46,,,,,,,551016,,1,,,,,,,,,,
2023. 11. 16 오후 1:32:49,,,,,,,436749,,,,,,,,,,,,
2023. 11. 16 오후 1:32:50,,,,,,,551169,,,,,,,,,,,,
2023. 11. 16 오후 1:32:53,,,,,,,437088,,,,,,,,,,,,
2023. 11. 16 오후 1:32:54,,,,,,,464970,,,,,,,,,,-1,,-1
2023. 11. 16 오후 1:32:57,,,,,,,447084,,,,,,,,,,,,
2023. 11. 16 오후 1:33:01,,,,,,,551695,,,,,,,1,,,,,
2023. 11. 16 오후 1:33:01,,,,,,,455341,,,,,,,,,,,,
2023. 11. 16 오후 1:33:05,,,,,,,551756,,,,,,,,,,,1,
2023. 11. 16 오후 1:33:06,,,,,,,459504,,,,,,,,,,,,
2023. 11. 16 오후 1:33:09,,,,,,,551333,,,,,,,,,,,,
2023. 11. 16 오후 1:33:11,,,,,,,471298,,,,,,,,,,,,
2023. 11. 16 오후 1:33:13,,,,,,,462548,,1,,,,,,,,,,
2023. 11. 16 오후 1:33:15,,,,,,,554534,,,,,,,,,,,,
2023. 11. 16 오후 1:33:19,,,,,,,467480,,1,1,,,,,,,,,
2023. 11. 16 오후 1:33:23,,,,,,,555639,,,,-1,,,,,,,,
2023. 11. 16 오후 1:33:23,,,,,,,467646,,,,,,,,,-1,,,
2023. 11. 16 오후 1:33:28,,,,,,,427124,,,,,,,,,,,,
2023. 11. 16 오후 1:33:32,,,,,,,555839,,1,,,,,,,,,,
2023. 11. 16 오후 1:33:34,,-1,,,,,471331,,,,,,,,,,,,-1
2023. 11. 16 오후 1:33:35,,,,,,,431093,,,,,,,,,,-1,1,
2023. 11. 16 오후 1:33:42,,,,,,,559302,,,,,,,,,,,,-1
2023. 11. 16 오후 1:33:42,,,,,,,433237,,,,,,,,,,,,
2023. 11. 16 오후 1:33:44,,,,,,,474218,,,,,,,,,,,,
2023. 11. 16 오후 1:33:51,,,,,,,474304,,,,,,,,,,,,
2023. 11. 16 오후 1:33:54,,,,,,,433415,,,,,1,,,,,,,
2023. 11. 16 오후 1:33:58,,,,,,,563416,,,,,,,,1,1,,1,1
2023. 11. 16 오후 1:34:02,,,,,,,433447,,,,,,,,,,1,,
2023. 11. 16 오후 1:34:02,,,,,,,438139,,,,,,,-1,,,,,
2023. 11. 16 오후 1:34:05,,,,,,,566973,,,,,,,,1,1,,,
2023. 11. 16 오후 1:34:08,,,,,,,434159,,,,,,,,,,,,
2023. 11. 16 오후 1:34:10,,,,,,,567129,,,,,,,,1,,,,
2023. 11. 16 오후 1:34:12,,,,,,,469600,,,,,,,,,,,1,
2023. 11. 16 오후 1:34:13,,,,,,,437402,,,-1,,,,,,,,,
2023. 11. 16 오후 1:34:17,,,,,,,569214,,,,,,,,,1,,1,
2023. 11. 16 오후 1:34:24,,,,,,,570059,,,,,,,,1,1,,,
2023. 11. 16 오후 1:34:25,,,,,,,439826,,,1,,,,,,,1,1,
2023. 11. 16 오후 1:34:26,,,,,,,471123,,,,,,,,-1,,,,
2023. 11. 16 오후 1:34:28,,,,,,,551334,,,,,,,,,,,,
2023. 11. 16 오후 1:34:32,,,,,,,554533,,,,,,,,,,,,
2023. 11. 16 오후 1:34:33,,,,,,,439831,,,,,,,,,,1,,
2023. 11. 16 오후 1:34:38,,,,,,,441928,,,,,,,,,,,,
2023. 11. 16 오후 1:34:39,,,,,,,555637,,,,,,,,,,,,
2023. 11. 16 오후 1:34:41,,,,,,,425524,,,,,,,,,,,,
2023. 11. 16 오후 1:34:44,,,,,,,559304,,,-1,,,,,,,,,
2023. 11. 16 오후 1:34:47,,,,,,,440369,,,1,,,,,,,,,
2023. 11. 16 오후 1:34:50,,,,,,,567127,,,1,,,,,,,,,
2023. 11. 16 오후 1:34:52,,,,,,,447573,,,,,,,1,,,,,
2023. 11. 16 오후 1:34:55,,,,,,,567180,,,,,,,,,,,,
2023. 11. 16 오후 1:34:59,,,,,,,569203,,,,,,,,,,,,
2023. 11. 16 오후 1:35:01,,,,,,,461951,,,,,,,1,,,,,
2023. 11. 16 오후 1:35:03,,,,,,,570058,,,1,,,,,,,,,
2023. 11. 16 오후 1:35:08,,,,,,,570070,,,1,,,,,,,,,
2023. 11. 16 오후 1:35:13,,,,,,,571785,,,,,,,,,,,,
2023. 11. 16 오후 1:35:17,,,,,,,471594,,,1,,,,1,,,,,
2023. 11. 16 오후 1:35:19,,,,,,,554207,,,,,,,,,,,1,
2023. 11. 16 오후 1:35:23,,,,,,,471945,,,,,,,1,,,,,
2023. 11. 16 오후 1:35:24,,,,,,,554451,,,,,,,,,,,1,
2023. 11. 16 오후 1:35:28,,,,,,,473456,,,,,,,1,,,,,
2023. 11. 16 오후 1:35:29,,,,,,,554888,,,,,,,,,,,1,
2023. 11. 16 오후 1:35:37,,,,,,,476223,,,,,,,1,,,,,
2023. 11. 16 오후 1:35:38,,,,,,,555886,,,,,,,,,,,1,
2023. 11. 16 오후 1:35:41,,,,,,,556421,,,,,,,,,,,,
2023. 11. 16 오후 1:35:42,,,,,,,477697,,,,,,,1,,,,,
2023. 11. 16 오후 1:35:46,,,,,,,557327,,,,,,,,,,,,
2023. 11. 16 오후 1:35:46,,,,,,,478581,,,,,,,,,,,,
2023. 11. 16 오후 1:35:49,,,,,,,492968,,,,,,,1,,,,,
2023. 11. 16 오후 1:35:49,,,,,,,558044,,,,,,,,,,,,
2023. 11. 16 오후 1:35:52,,,,,,,480089,,,,,,,,,,,,
2023. 11. 16 오후 1:35:53,,,,,,,558600,,,,,,,,,,,,
2023. 11. 16 오후 1:35:55,,,,,,,438966,,,-1,,,,,,,,,
2023. 11. 16 오후 1:35:59,,,,,,,560022,,,,,,,,,,,1,
2023. 11. 16 오후 1:35:59,,,,,,,481106,,,,,,,,,,,,
2023. 11. 16 오후 1:36:02,,,,,,,445537,,,-1,,,,,,,,,
2023. 11. 16 오후 1:36:07,,,,,,,560827,,,,,,1,,,,,,
2023. 11. 16 오후 1:36:07,,,,,,,536243,,,,,,,,,,,,
2023. 11. 16 오후 1:36:08,,,,,,,455335,,,,,,,,,,,,
2023. 11. 16 오후 1:36:12,,,,,,,460297,,,,,,,,,,,,
2023. 11. 16 오후 1:36:13,,,,,,,553739,,,,,,,,,,,1,
2023. 11. 16 오후 1:36:17,,,,,,,460332,,,,,,,,,,,,
2023. 11. 16 오후 1:36:18,,,,,,,553974,,,,,,,,,,,1,
2023. 11. 16 오후 1:36:24,,,,,,,481385,,,-1,,,,1,,,,,
2023. 11. 16 오후 1:36:25,,,,,,,541199,,1,,,,,-1,,,,1,
2023. 11. 16 오후 1:36:26,,,,,,,554198,,,,,,,,,,,1,
2023. 11. 16 오후 1:36:29,,,,,,,481742,,,,,1,,,,,,,
2023. 11. 16 오후 1:36:31,,,,,,,562569,,,,,,,,,,,,
2023. 11. 16 오후 1:36:35,,,,,,,485797,,,,,1,,,,,,,
2023. 11. 16 오후 1:36:39,,,,,,,562586,,,,,,,,,,,1,
2023. 11. 16 오후 1:36:42,,-1,,,,,493793,,,,,1,,,,,,,
2023. 11. 16 오후 1:36:42,,,,,,,554526,,,,,,,,,,,,
2023. 11. 16 오후 1:36:47,,,,,,,531387,,,,,1,,,,,,,
2023. 11. 16 오후 1:36:48,,,,,,,433252,,,,-1,,,,,,,,
2023. 11. 16 오후 1:36:48,,,,,,,554551,,,,,1,,,,,,,
2023. 11. 16 오후 1:36:53,,,,,,,435912,,,,,,,,,,,,
2023. 11. 16 오후 1:36:54,,,,,,,554592,,,1,,,,,,,,,
2023. 11. 16 오후 1:36:56,,-1,,,,,508626,,,,,,,,,,,,
2023. 11. 16 오후 1:36:58,,,,,,,555233,,,,,,,,,,,,
2023. 11. 16 오후 1:37:01,,,,,,,515746,,,,,,,,,,,,
2023. 11. 16 오후 1:37:01,,,,,,,436328,,,,,,,,,,,,
2023. 11. 16 오후 1:37:04,,,,,,,555285,,,,1,,,,,,,,
2023. 11. 16 오후 1:37:05,,,,,,,538967,,,,,,,,,,,,
2023. 11. 16 오후 1:37:08,,,,,,,555308,,,,,,,,,,,,
2023. 11. 16 오후 1:37:12,,,,,,,555345,,,,,,,,,,,,
2023. 11. 16 오후 1:37:12,,,,,,,539345,,,,,,,,,,-1,,
2023. 11. 16 오후 1:37:16,,,,,,,436381,,,,,,,,,,,,-1
2023. 11. 16 오후 1:37:17,,,,,,,540745,,,,,,,,,,,,
2023. 11. 16 오후 1:37:20,,,,,,,553738,,,,,,,,,,,1,
2023. 11. 16 오후 1:37:21,,,,,,,542760,,,,,,,,,,,,
2023. 11. 16 오후 1:37:25,,,,,,,553740,,,,,,,,,,,,
2023. 11. 16 오후 1:37:25,,,,,,,550423,,,,,,,,,,,,
2023. 11. 16 오후 1:37:29,,,,,,,550432,,,,,,,,,,,,
2023. 11. 16 오후 1:37:31,,,,,,,553745,,,,,,,,,,,,
2023. 11. 16 오후 1:37:33,,,,,,,572065,,,,,,,,,,,,
2023. 11. 16 오후 1:37:37,,,,,,,478580,,,,,,1,,,,,,
2023. 11. 16 오후 1:37:37,,,,,,,426273,,1,,,,,,,,,,
2023. 11. 16 오후 1:37:40,,,,,,,553757,,1,,,,,,,,,,
2023. 11. 16 오후 1:37:47,,,,,,,553771,,,,,,,,,,,,
2023. 11. 16 오후 1:37:47,,,,,,,432281,,1,,,,,,,,1,1,
2023. 11. 16 오후 1:37:51,,,,,,,553786,,,,,,,,,,,1,
2023. 11. 16 오후 1:37:52,,,,,,,434812,,1,,,,,,,,,,
2023. 11. 16 오후 1:37:56,,,,,,,449242,,,,,,,,,,,1,
2023. 11. 16 오후 1:37:56,,,,,,,553793,,,,,,,,,,,,
2023. 11. 16 오후 1:38:02,,,,,,,453661,,,,,,,,,,-1,1,
2023. 11. 16 오후 1:38:06,,,,,,,553904,,,,,1,,,,,,,
2023. 11. 16 오후 1:38:13,,,,,,,485167,,,,,,,,,,,,
2023. 11. 16 오후 1:38:13,,,,,,,554104,,,,,,,,,,,1,
2023. 11. 16 오후 1:38:17,,,,,,,471116,,1,1,,,,,-1,-1,,,
2023. 11. 16 오후 1:38:18,,,,,,,554164,,,,,,,,,,,,
2023. 11. 16 오후 1:38:22,,,,,,,478544,,,,,,,,,,,,
2023. 11. 16 오후 1:38:22,,,,,,,509870,,1,,,,,,,,,,
2023. 11. 16 오후 1:38:29,,,,,,,555461,,,1,,,1,,-1,,1,,
2023. 11. 16 오후 1:38:33,,,,,,,480483,,,,,,1,,,,1,,1
2023. 11. 16 오후 1:38:35,,,,,,,555462,,,,,,,,,,,1,
2023. 11. 16 오후 1:38:35,,-1,,,,,534354,,,,,,,,,,,,
2023. 11. 16 오후 1:38:41,,,,,,,484895,,,,,1,,,,,,1,
2023. 11. 16 오후 1:38:42,,,,,,,555477,,,1,,,,,,1,,,
2023. 11. 16 오후 1:38:47,,,,,,,486908,,,,,,,,,,,,
2023. 11. 16 오후 1:38:50,,,,,,,555484,,,1,,,,,,,,,
2023. 11. 16 오후 1:38:50,,,,,,,542227,,,,,,,,,,,,
2023. 11. 16 오후 1:38:58,,,,,,,430982,,,1,,,,,1,,,1,
2023. 11. 16 오후 1:38:59,,,,,,,555492,-1,,1,,,,,,1,,,
2023. 11. 16 오후 1:39:02,,,,,,,562571,,,,,,,,,,1,1,
2023. 11. 16 오후 1:39:04,,,,,,,431631,,,1,,,,,,1,,,
2023. 11. 16 오후 1:39:05,,,,,,,555560,,,,,,,,,,,,
2023. 11. 16 오후 1:39:09,,,,,,,433070,,,,,,,,,1,,,
2023. 11. 16 오후 1:39:11,,,,,,,566958,,,-1,,,,,,,,,
2023. 11. 16 오후 1:39:13,,,,,,,436954,,,,,,,,,,,,
2023. 11. 16 오후 1:39:15,,,,,,,555733,,,1,,,,,,,,,
2023. 11. 16 오후 1:39:16,,,,,,,439358,,,,,,,,,,,,
2023. 11. 16 오후 1:39:20,,,,,,,555764,,,,,,,,,,,,
2023. 11. 16 오후 1:39:21,,,,,,,453683,,,,,,,,,,,,
2023. 11. 16 오후 1:39:30,,,,,,,555887,,,1,,,1,,,,,,
2023. 11. 16 오후 1:39:30,,,,,,,434432,-1,,,,,1,,,1,-1,,
2023. 11. 16 오후 1:39:36,,,,,,,456297,,1,1,,,,,1,,,,
2023. 11. 16 오후 1:39:41,,,,,,,465893,,,1,,,,,,,,,
2023. 11. 16 오후 1:39:44,,,,,,,442499,,,,,,,,,,,,
2023. 11. 16 오후 1:39:46,,,,,,,468189,,,1,,,,,,,,,
2023. 11. 16 오후 1:39:46,,,,,,,557107,,,,,,,,,1,,1,
2023. 11. 16 오후 1:39:50,,,,,,,480726,,,,,,,,,,,,
2023. 11. 16 오후 1:39:53,,,,,,,562407,,,,,,,,1,,,1,
2023. 11. 16 오후 1:39:55,,,,,,,436995,,,,,,,,,,,,
2023. 11. 16 오후 1:39:56,,,,,,,445705,,,,,,,,,,,,
2023. 11. 16 오후 1:40:00,,,,,,,448809,,,,,,,,,,,,
2023. 11. 16 오후 1:40:04,,,,,,,449295,,,,,,,,,,,,
2023. 11. 16 오후 1:40:04,,1,,,,,562410,,,,,,,,1,,,,
2023. 11. 16 오후 1:40:07,,,,,,,452811,,,,,,,,,,,,
2023. 11. 16 오후 1:40:11,,,,,,,562412,,,,,,,,,,,1,
2023. 11. 16 오후 1:40:11,,,,,,,456046,,,,,,,,,,,,
2023. 11. 16 오후 1:40:19,,,,,,,456862,,,1,,,,,,,,,
2023. 11. 16 오후 1:40:23,,,,,,,447977,,,,,,,,,,,,
2023. 11. 16 오후 1:40:26,,,,,,,562427,,,,,,,,-1,1,,1,
2023. 11. 16 오후 1:40:27,,,,,,,461339,,,,,,,,,,-1,,
2023. 11. 16 오후 1:40:30,,,,,,,448258,,,,,,,,,,,,
2023. 11. 16 오후 1:40:35,,,,,,,461403,,,,,,,,,,,,
2023. 11. 16 오후 1:40:36,,,,,,,448788,,,,,,,,,,,,
2023. 11. 16 오후 1:40:45,,,,,,,562463,,,,,,,,,,,,
2023. 11. 16 오후 1:40:45,,,,,,,462700,,1,1,,1,,,,,,,
2023. 11. 16 오후 1:40:47,,,,,,,456058,,1,,,,,,,1,,,
2023. 11. 16 오후 1:40:53,,,,,,,562500,,,1,,,,,,1,,,
2023. 11. 16 오후 1:40:57,,,,,,,466407,,,1,,,,,,,,1,
2023. 11. 16 오후 1:41:02,,,,,,,428405,,,,,,,,,,,,
2023. 11. 16 오후 1:41:02,,,,,,,562729,,1,1,,,,,,1,,,
2023. 11. 16 오후 1:41:03,,,,,,,458750,,,,,,,,,,,,
2023. 11. 16 오후 1:41:08,,,,,,,436873,,,,,,,,,,,,
2023. 11. 16 오후 1:41:14,,,,,,,436989,,,,,1,1,,,,,,
2023. 11. 16 오후 1:41:19,,,,,,,448810,,,,,,,,,,,,
2023. 11. 16 오후 1:41:24,,,,,,,458895,,,,,,,,,,,,
2023. 11. 16 오후 1:41:25,,,,,,,449299,,,,,,,,,,,,
2023. 11. 16 오후 1:41:25,,,,,,,562894,,,,,,,,,,,1,
2023. 11. 16 오후 1:41:30,,,,,,,451487,,,,,,,,,,,,
2023. 11. 16 오후 1:41:30,,,,,,,466648,,,,,,,,,,,,
2023. 11. 16 오후 1:41:31,,,,,,,562989,,,,,,,,,,,,
2023. 11. 16 오후 1:41:34,,,,,,,452077,,,,,,,,,,,,
2023. 11. 16 오후 1:41:39,,,,,,,454367,,,,,,,,,,,,
2023. 11. 16 오후 1:41:43,,,,,,,563016,,,,,,,,,1,,1,
2023. 11. 16 오후 1:41:49,,,,,,,428368,,,,,,,,,,,,
2023. 11. 16 오후 1:41:52,,,,,,,562406,,,,,,,,1,,,1,
2023. 11. 16 오후 1:41:53,,,,,,,454392,,,1,,,,,,,-1,,
2023. 11. 16 오후 1:42:00,,,,,,,455570,,,1,,,,,,,,1,
2023. 11. 16 오후 1:42:12,,,,,,,447064,-1,,,,,,,,,,,
2023. 11. 16 오후 1:42:15,,,,,,,434433,,,,,,1,,,,1,,
2023. 11. 16 오후 1:42:18,,,,,,,449274,,,,,,,,,,,1,
2023. 11. 16 오후 1:42:22,,,,,,,470998,,,,,,,,,,,,
2023. 11. 16 오후 1:42:24,,,,,,,442523,,,,,,,,,,,,
2023. 11. 16 오후 1:42:26,,,,,,,480250,,,,,,,,,,,,
2023. 11. 16 오후 1:42:31,,,,,,,490183,,,,,,,,1,,,,
2023. 11. 16 오후 1:42:32,,,,,,,445708,,,,,,,,,,,,
2023. 11. 16 오후 1:42:36,,,,,,,492987,,,,,,,,1,,,,
2023. 11. 16 오후 1:42:40,,,,,,,447975,,,,,,,,,,,,
2023. 11. 16 오후 1:42:44,,,,,,,492988,,,,,,,,,1,,,
2023. 11. 16 오후 1:42:46,,,,,,,448262,,,,-1,,,,,,,,
2023. 11. 16 오후 1:42:51,,,,,,,493976,,1,,,,,,1,,,,
2023. 11. 16 오후 1:42:52,,,,,,,448790,,,,,,,,,,,,
2023. 11. 16 오후 1:42:56,,,,,,,501865,,1,,,,,,,,,,
2023. 11. 16 오후 1:43:00,,,,,,,462313,,,,,,,,,,,,
2023. 11. 16 오후 1:43:00,,,,,,,579408,,,,,,,,,,,,
2023. 11. 16 오후 1:43:07,,,,,,,462949,,,,,,,,,,,,
2023. 11. 16 오후 1:43:09,,,,,,,425027,,,,,1,,,,,,,
2023. 11. 16 오후 1:43:16,,,,,,,466653,,,,,,,,,1,,,
2023. 11. 16 오후 1:43:22,,,,,,,425037,,,,,,,,,,,,-1
2023. 11. 16 오후 1:43:25,,,,,,,425793,,,,,,,,,,,1,
2023. 11. 16 오후 1:43:26,,,,,,,425241,,,,,,,,,,,,
2023. 11. 16 오후 1:43:30,,,,,,,426195,,,,,,,,,,,,
2023. 11. 16 오후 1:43:34,,,,,,,427236,,,,,,,,,,,,
2023. 11. 16 오후 1:43:36,,,,,,,426380,,,,,,,,,,,1,
2023. 11. 16 오후 1:43:41,,,,,,,435796,,,,,,,,,,,,
2023. 11. 16 오후 1:43:43,,,,,,,426622,,,,,,,,,,-1,1,
2023. 11. 16 오후 1:43:45,,,,,,,562436,,,,,,,,,,,1,
2023. 11. 16 오후 1:43:56,,,,,,,432025,,,1,,,1,,,,,1,
2023. 11. 16 오후 1:43:56,,,,,,,564093,,,,,,,,,,-1,,
2023. 11. 16 오후 1:43:49,,,,,,,427195,,,,,,1,,,,,,
2023. 11. 16 오후 1:43:50,,,,,,,564037,,,,,,,,,,1,,
2023. 11. 16 오후 1:43:52,,,,,,,442524,,,,,,,,,,,,
2023. 11. 16 오후 1:43:59,,,,,,,445709,,,,-1,,,,,,,,
2023. 11. 16 오후 1:44:00,,,,,,,432328,,,,,,,,,,,,
2023. 11. 16 오후 1:44:01,,,,,,,564480,,,,,,,,,,-1,,
2023. 11. 16 오후 1:44:05,,,,,,,564493,,,,,,,,,,,,
2023. 11. 16 오후 1:44:06,,,,,,,448264,,,,,,,,,,,,
2023. 11. 16 오후 1:44:07,,,,,,,432523,,,,,1,,,,,,,
2023. 11. 16 오후 1:44:10,,,,,,,564806,,,,,,,,,,,1,
2023. 11. 16 오후 1:44:14,,,,,,,463866,,,,,,,,,,,,
2023. 11. 16 오후 1:44:14,,,,,,,425548,,,,,,,1,,,,,
2023. 11. 16 오후 1:44:17,,,,,,,441026,,,,,,,,,,,,
2023. 11. 16 오후 1:44:20,,,,,,,463877,,,,,,,,,,,,
2023. 11. 16 오후 1:44:22,,,,,,,441047,,1,,,,,,,,,,
2023. 11. 16 오후 1:44:24,,,,,,,565338,,1,,,,1,,,,,,
2023. 11. 16 오후 1:44:25,,,,,,,441416,,,,,,,,,,,,
2023. 11. 16 오후 1:44:26,,,,,,,466652,,,,,,,,,,,,
2023. 11. 16 오후 1:44:30,,,,,,,565661,,,,,,,,,,1,,
2023. 11. 16 오후 1:44:33,,,,,,,455121,,,,,,,,,,-1,1,
2023. 11. 16 오후 1:44:34,,,,,,,565688,,,,,,,,,,,1,
2023. 11. 16 오후 1:44:34,,,,,,,472612,,,,,,,,,,,,
2023. 11. 16 오후 1:44:54,,,,,,,486883,,,,,,,,,,,,
2023. 11. 16 오후 1:44:56,,1,,,,,426883,,,,,,,1,1,,,,
2023. 11. 16 오후 1:44:57,,,,,,,567259,,,,,1,,,-1,,,,
2023. 11. 16 오후 1:44:39,,,,,,,462450,,,,,,,,,,,,
2023. 11. 16 오후 1:44:40,,,,,,,566867,,,,,,,,,,-1,,
2023. 11. 16 오후 1:44:43,,,,,,,462458,,,,,,,,,,,,
2023. 11. 16 오후 1:44:44,,,,,,,566965,,,,,,,,,,,,
2023. 11. 16 오후 1:44:48,,,,,,,462500,,,,,,,,,,,,
2023. 11. 16 오후 1:45:00,,,,,,,493925,,,,,,,,,,,,
2023. 11. 16 오후 1:45:01,,,,,,,568049,,,,,,,,,,,1,
2023. 11. 16 오후 1:45:05,,,,,,,568674,,,,,,,,,,,,
2023. 11. 16 오후 1:45:05,,,,,,,425468,,,,,,,,,,,,
2023. 11. 16 오후 1:45:11,,,,,,,569116,,,,,1,,,,,,,
2023. 11. 16 오후 1:45:11,,,,,,,425694,,,,,,,,,,,,
2023. 11. 16 오후 1:45:17,,,,,,,429983,,1,,,,,,,,1,,
2023. 11. 16 오후 1:45:17,,,,,,,426820,,,,,,,,,,1,,
2023. 11. 16 오후 1:45:20,,,,,,,569382,,,,,1,,,,,,,
2023. 11. 16 오후 1:45:21,,,,,,,427445,,,,,,,,,,,,
2023. 11. 16 오후 1:45:24,,,,,,,569769,,,,,,,,,,,,
2023. 11. 16 오후 1:45:27,,,,,,,427509,,,1,,,,,,,1,,
2023. 11. 16 오후 1:45:29,,,,,,,432021,,1,,,,1,,,,,,
2023. 11. 16 오후 1:45:34,,,,,,,570520,,1,,,,1,,,,,1,
2023. 11. 16 오후 1:45:34,,,,,,,428956,,,,,1,,,,,,,
2023. 11. 16 오후 1:45:36,,,,,,,435320,,,,,,,,,,,,
2023. 11. 16 오후 1:45:39,,,,,,,430110,,,,,,,,,,,,
2023. 11. 16 오후 1:45:43,,,,,,,435941,,,,,,,,,,,,
2023. 11. 16 오후 1:45:44,,,,,,,431663,,,,,,,,,,,,
2023. 11. 16 오후 1:45:46,,,,,,,571734,,,,-1,,,,,,,-1,
2023. 11. 16 오후 1:45:50,,,,,,,437408,,,,,,,,,,,,
2023. 11. 16 오후 1:45:51,,,,,,,431667,,,,,,,,,,,1,
2023. 11. 16 오후 1:45:58,,,,,,,432175,,,,,,1,,,,,,
2023. 11. 16 오후 1:46:00,,,,,,,566855,,,,,,,,,,,1,
2023. 11. 16 오후 1:46:06,,,,,,,424483,,,,,,,,,,,1,
2023. 11. 16 오후 1:46:07,,,,,,,442271,,,,,,,,-1,,,,
2023. 11. 16 오후 1:46:08,,,,,,,566858,,1,,,,,,,,,1,
2023. 11. 16 오후 1:46:10,,,,,,,431228,,,,,,,,,,,,
2023. 11. 16 오후 1:46:13,,,,,,,566870,,,,,,,,,,,,
2023. 11. 16 오후 1:46:18,,,,,,,566936,,,,,,,,,,,1,
2023. 11. 16 오후 1:46:21,,,,,,,566951,,,,,,,,,,,,
